,0,1
297,Clothing ,0
298,Clothing ,0
299,Clothing ,0
300,Clothing ,0
301,Clothing ,0
302,Clothing ,0
303,Clothing ,0
304,Clothing ,0
305,Clothing ,0
306,Clothing ,0
307,Clothing ,0
308,Clothing ,0
309,Clothing ,0
310,Clothing ,0
311,Clothing ,0
312,Clothing ,0
313,Jewellery ,11
314,Jewellery ,11
315,Clothing ,0
316,Clothing ,0
317,Clothing ,0
318,Clothing ,0
319,Clothing ,0
320,Clothing ,0
321,Clothing ,0
322,Clothing ,0
323,Clothing ,0
324,Clothing ,0
325,Clothing ,0
326,Clothing ,0
327,Clothing ,0
328,Clothing ,0
329,Jewellery ,11
330,Jewellery ,11
331,Jewellery ,11
332,Clothing ,0
333,Clothing ,0
334,Jewellery ,11
335,Clothing ,0
336,Jewellery ,11
337,Clothing ,0
338,Clothing ,0
339,Clothing ,0
340,Clothing ,0
341,Clothing ,0
342,Jewellery ,11
343,Jewellery ,11
344,Jewellery ,11
345,Clothing ,0
346,Jewellery ,11
347,Jewellery ,11
348,Jewellery ,11
349,Jewellery ,11
350,Clothing ,0
351,Clothing ,0
352,Clothing ,0
353,Clothing ,0
354,Jewellery ,11
355,Clothing ,0
356,Clothing ,0
357,Jewellery ,11
358,Jewellery ,11
359,Clothing ,0
360,Clothing ,0
361,Clothing ,0
362,Clothing ,0
363,Clothing ,0
364,Clothing ,0
365,Clothing ,0
366,Clothing ,0
367,Footwear ,1
368,Clothing ,0
369,Clothing ,0
370,Clothing ,0
371,Clothing ,0
372,Clothing ,0
373,Clothing ,0
374,Jewellery ,11
375,Jewellery ,11
376,Clothing ,0
377,Clothing ,0
378,Clothing ,0
379,Jewellery ,11
380,Clothing ,0
381,Clothing ,0
382,Clothing ,0
383,Clothing ,0
384,Jewellery ,11
385,Jewellery ,11
386,Jewellery ,11
387,Clothing ,0
388,Jewellery ,11
389,Jewellery ,11
390,Clothing ,0
391,Clothing ,0
392,Clothing ,0
393,Clothing ,0
394,Clothing ,0
395,Clothing ,0
396,Jewellery ,11
397,Jewellery ,11
398,Jewellery ,11
399,Home Decor & Festive Needs ,4
400,Jewellery ,11
401,Clothing ,0
402,Clothing ,0
403,Clothing ,0
404,Clothing ,0
405,Clothing ,0
406,Jewellery ,11
407,Clothing ,0
408,Clothing ,0
409,Mobiles & Accessories ,8
410,Clothing ,0
411,Jewellery ,11
412,Jewellery ,11
413,Clothing ,0
414,Clothing ,0
415,Footwear ,1
416,Clothing ,0
417,Clothing ,0
418,Clothing ,0
419,Clothing ,0
420,Clothing ,0
421,Jewellery ,11
422,Clothing ,0
423,Clothing ,0
424,Clothing ,0
425,Clothing ,0
426,Clothing ,0
427,Clothing ,0
428,Jewellery ,11
429,Jewellery ,11
430,Jewellery ,11
431,Clothing ,0
432,Clothing ,0
433,Clothing ,0
434,Clothing ,0
435,Clothing ,0
436,Clothing ,0
437,Clothing ,0
438,Clothing ,0
439,Clothing ,0
440,Clothing ,0
441,Jewellery ,11
442,Jewellery ,11
443,Footwear ,1
444,Footwear ,1
445,Footwear ,1
446,Footwear ,1
447,Footwear ,1
448,Jewellery ,11
449,Jewellery ,11
450,Jewellery ,11
451,Clothing ,0
452,Clothing ,0
453,Clothing ,0
454,Clothing ,0
455,Clothing ,0
456,Clothing ,0
457,Clothing ,0
458,Clothing ,0
459,Clothing ,0
460,Clothing ,0
461,Footwear ,1
462,Footwear ,1
463,Jewellery ,11
464,Clothing ,0
465,Clothing ,0
466,Clothing ,0
467,Clothing ,0
468,Clothing ,0
469,Clothing ,0
470,Jewellery ,11
471,Jewellery ,11
472,Clothing ,0
473,Clothing ,0
474,Clothing ,0
475,Clothing ,0
476,Clothing ,0
477,Clothing ,0
478,Clothing ,0
479,Clothing ,0
480,Clothing ,0
481,Clothing ,0
482,Clothing ,0
483,Jewellery ,11
484,Clothing ,0
485,Clothing ,0
486,Clothing ,0
487,Jewellery ,11
488,Clothing ,0
489,Clothing ,0
490,Clothing ,0
491,Clothing ,0
492,Clothing ,0
493,Clothing ,0
494,Clothing ,0
495,Clothing ,0
496,Clothing ,0
497,Clothing ,0
498,Clothing ,0
499,Clothing ,0
500,Clothing ,0
501,Clothing ,0
502,Clothing ,0
503,Clothing ,0
504,Jewellery ,11
505,Jewellery ,11
506,Jewellery ,11
507,Clothing ,0
508,Clothing ,0
509,Clothing ,0
510,Clothing ,0
511,Clothing ,0
512,Clothing ,0
513,Footwear ,1
514,Clothing ,0
515,Jewellery ,11
516,Clothing ,0
517,Clothing ,0
518,Clothing ,0
519,Mobiles & Accessories ,8
520,Clothing ,0
521,Jewellery ,11
522,Jewellery ,11
523,Clothing ,0
524,Clothing ,0
525,Jewellery ,11
526,Jewellery ,11
527,Clothing ,0
528,Clothing ,0
529,Jewellery ,11
530,Clothing ,0
531,Clothing ,0
532,Clothing ,0
533,Clothing ,0
534,Clothing ,0
535,Clothing ,0
536,Clothing ,0
537,Jewellery ,11
538,Clothing ,0
539,Clothing ,0
540,Clothing ,0
541,Jewellery ,11
542,Clothing ,0
543,Clothing ,0
544,Clothing ,0
545,Clothing ,0
546,Clothing ,0
547,Clothing ,0
548,Clothing ,0
549,Clothing ,0
550,Clothing ,0
551,Clothing ,0
552,Clothing ,0
553,Jewellery ,11
554,Clothing ,0
555,Clothing ,0
556,Clothing ,0
557,Clothing ,0
558,Clothing ,0
559,Clothing ,0
560,Clothing ,0
561,Clothing ,0
562,Clothing ,0
563,Jewellery ,11
564,Clothing ,0
565,Clothing ,0
566,Clothing ,0
567,Clothing ,0
568,Clothing ,0
569,Clothing ,0
570,Clothing ,0
571,Clothing ,0
572,Clothing ,0
573,Clothing ,0
574,Clothing ,0
575,Clothing ,0
576,Clothing ,0
577,Jewellery ,11
578,Clothing ,0
579,Jewellery ,11
580,Clothing ,0
581,Clothing ,0
582,Clothing ,0
583,Clothing ,0
584,Clothing ,0
585,Clothing ,0
586,Clothing ,0
587,Footwear ,1
588,Jewellery ,11
589,Clothing ,0
590,Clothing ,0
591,Jewellery ,11
592,Jewellery ,11
593,Footwear ,1
594,Footwear ,1
595,Footwear ,1
596,Footwear ,1
597,Jewellery ,11
598,Jewellery ,11
599,Jewellery ,11
600,Jewellery ,11
601,Jewellery ,11
602,Jewellery ,11
603,Jewellery ,11
604,Jewellery ,11
605,Clothing ,0
606,Clothing ,0
607,Clothing ,0
608,Clothing ,0
609,Clothing ,0
610,Clothing ,0
611,Clothing ,0
612,Clothing ,0
613,Clothing ,0
614,Clothing ,0
615,Clothing ,0
616,Clothing ,0
617,Clothing ,0
618,Jewellery ,11
619,Footwear ,1
620,Jewellery ,11
621,Jewellery ,11
622,Jewellery ,11
623,Jewellery ,11
624,Jewellery ,11
625,Jewellery ,11
626,Clothing ,0
627,Jewellery ,11
628,Jewellery ,11
629,Jewellery ,11
630,Jewellery ,11
631,Clothing ,0
632,Clothing ,0
633,Clothing ,0
634,Jewellery ,11
635,Clothing ,0
636,Clothing ,0
637,Clothing ,0
638,Jewellery ,11
639,Jewellery ,11
640,Jewellery ,11
641,Clothing ,0
642,Clothing ,0
643,Clothing ,0
644,Clothing ,0
645,Clothing ,0
646,Clothing ,0
647,Clothing ,0
648,Clothing ,0
649,Clothing ,0
650,Clothing ,0
651,Clothing ,0
652,Clothing ,0
653,Clothing ,0
654,Clothing ,0
655,Clothing ,0
656,Footwear ,1
657,Footwear ,1
658,Footwear ,1
659,Footwear ,1
660,Footwear ,1
661,Clothing ,0
662,Jewellery ,11
663,Clothing ,0
664,Clothing ,0
665,Clothing ,0
666,Clothing ,0
667,Clothing ,0
668,Clothing ,0
669,Baby Care ,7
670,Mobiles & Accessories ,8
671,Jewellery ,11
672,Jewellery ,11
673,Jewellery ,11
674,Jewellery ,11
675,Clothing ,0
676,Clothing ,0
677,Clothing ,0
678,Clothing ,0
679,Jewellery ,11
680,Clothing ,0
681,Clothing ,0
682,Jewellery ,11
683,Clothing ,0
684,Clothing ,0
685,Jewellery ,11
686,Clothing ,0
687,Clothing ,0
688,Clothing ,0
689,Clothing ,0
690,Jewellery ,11
691,Clothing ,0
692,Clothing ,0
693,Clothing ,0
694,Clothing ,0
695,Clothing ,0
696,Clothing ,0
697,Clothing ,0
698,Clothing ,0
699,Jewellery ,11
700,Jewellery ,11
701,Clothing ,0
702,Jewellery ,11
703,Clothing ,0
704,Home Decor & Festive Needs ,4
705,Home Decor & Festive Needs ,4
706,Home Decor & Festive Needs ,4
707,Home Decor & Festive Needs ,4
708,Clothing ,0
709,Clothing ,0
710,Clothing ,0
711,Clothing ,0
712,Jewellery ,11
713,Jewellery ,11
714,Jewellery ,11
715,Clothing ,0
716,Clothing ,0
717,Clothing ,0
718,Clothing ,0
719,Clothing ,0
720,Clothing ,0
721,Clothing ,0
722,Clothing ,0
723,Clothing ,0
724,Clothing ,0
725,Clothing ,0
726,Jewellery ,11
727,Jewellery ,11
728,Clothing ,0
729,Clothing ,0
730,Jewellery ,11
731,Clothing ,0
732,Clothing ,0
733,Clothing ,0
734,Jewellery ,11
735,Clothing ,0
736,Clothing ,0
737,Clothing ,0
738,Clothing ,0
739,Clothing ,0
740,Clothing ,0
741,Home Decor & Festive Needs ,4
742,Home Decor & Festive Needs ,4
743,Home Decor & Festive Needs ,4
744,Home Decor & Festive Needs ,4
745,Home Decor & Festive Needs ,4
746,Home Decor & Festive Needs ,4
747,Jewellery ,11
748,Clothing ,0
749,Clothing ,0
750,Clothing ,0
751,Clothing ,0
752,Clothing ,0
753,Clothing ,0
754,Clothing ,0
755,Clothing ,0
756,Clothing ,0
757,Clothing ,0
758,Clothing ,0
759,Clothing ,0
760,Clothing ,0
761,Clothing ,0
762,Clothing ,0
763,Jewellery ,11
764,Clothing ,0
765,Clothing ,0
766,Clothing ,0
767,Clothing ,0
768,Clothing ,0
769,Clothing ,0
770,Clothing ,0
771,Clothing ,0
772,Clothing ,0
773,Clothing ,0
774,Clothing ,0
775,Clothing ,0
776,Clothing ,0
777,Clothing ,0
778,Clothing ,0
779,Clothing ,0
780,Jewellery ,11
781,Clothing ,0
782,Clothing ,0
783,Jewellery ,11
784,Jewellery ,11
785,Jewellery ,11
786,Jewellery ,11
787,Jewellery ,11
788,Clothing ,0
789,Clothing ,0
790,Clothing ,0
791,Clothing ,0
792,Clothing ,0
793,Clothing ,0
794,Toys & School Supplies ,10
795,Toys & School Supplies ,10
796,Kitchen & Dining ,12
797,Kitchen & Dining ,12
798,Mobiles & Accessories ,8
799,Mobiles & Accessories ,8
800,Pens & Stationery ,2
801,Pens & Stationery ,2
802,Kitchen & Dining ,12
803,Pens & Stationery ,2
804,Clothing ,0
805,Kitchen & Dining ,12
806,Kitchen & Dining ,12
807,Clothing ,0
808,Kitchen & Dining ,12
809,Mobiles & Accessories ,8
810,Mobiles & Accessories ,8
811,Mobiles & Accessories ,8
812,Mobiles & Accessories ,8
813,Mobiles & Accessories ,8
814,Mobiles & Accessories ,8
815,Mobiles & Accessories ,8
816,Mobiles & Accessories ,8
817,Mobiles & Accessories ,8
818,Mobiles & Accessories ,8
819,Home Decor & Festive Needs ,4
820,Home Decor & Festive Needs ,4
821,Home Decor & Festive Needs ,4
822,Clothing ,0
823,Clothing ,0
824,Baby Care ,7
825,Footwear ,1
826,Home Decor & Festive Needs ,4
827,Home Decor & Festive Needs ,4
828,Home Decor & Festive Needs ,4
829,Home Decor & Festive Needs ,4
830,Home Decor & Festive Needs ,4
831,Baby Care ,7
832,Clothing ,0
833,Clothing ,0
834,Kitchen & Dining ,12
835,Clothing ,0
836,Kitchen & Dining ,12
837,Clothing ,0
838,Clothing ,0
839,Home Decor & Festive Needs ,4
840,Clothing ,0
841,Kitchen & Dining ,12
842,Kitchen & Dining ,12
843,Clothing ,0
844,Kitchen & Dining ,12
845,Kitchen & Dining ,12
846,Kitchen & Dining ,12
847,Kitchen & Dining ,12
848,Kitchen & Dining ,12
849,Kitchen & Dining ,12
850,Kitchen & Dining ,12
851,Kitchen & Dining ,12
852,Kitchen & Dining ,12
853,Kitchen & Dining ,12
854,Computers ,13
855,Clothing ,0
856,Kitchen & Dining ,12
857,Clothing ,0
858,Kitchen & Dining ,12
859,Clothing ,0
860,Clothing ,0
861,Clothing ,0
862,Clothing ,0
863,Kitchen & Dining ,12
864,Kitchen & Dining ,12
865,Kitchen & Dining ,12
866,Kitchen & Dining ,12
867,Kitchen & Dining ,12
868,Clothing ,0
869,Kitchen & Dining ,12
870,Clothing ,0
871,Clothing ,0
872,Clothing ,0
873,Computers ,13
874,Footwear ,1
875,Footwear ,1
876,Pens & Stationery ,2
877,Clothing ,0
878,Home Decor & Festive Needs ,4
879,Footwear ,1
880,Jewellery ,11
881,Clothing ,0
882,Footwear ,1
883,Mobiles & Accessories ,8
884,Jewellery ,11
885,Footwear ,1
886,Clothing ,0
887,Clothing ,0
888,Automotive ,5
889,Footwear ,1
890,Automotive ,5
891,Tools & Hardware ,6
892,Clothing ,0
893,Toys & School Supplies ,10
894,Footwear ,1
895,Clothing ,0
896,Automotive ,5
897,Clothing ,0
898,Footwear ,1
899,Clothing ,0
900,Clothing ,0
901,Clothing ,0
902,Pens & Stationery ,2
903,Clothing ,0
904,Mobiles & Accessories ,8
905,Footwear ,1
906,Clothing ,0
907,Jewellery ,11
908,Clothing ,0
909,Mobiles & Accessories ,8
910,Clothing ,0
911,Automotive ,5
912,Clothing ,0
913,Footwear ,1
914,Pens & Stationery ,2
915,Clothing ,0
916,Mobiles & Accessories ,8
917,Clothing ,0
918,Footwear ,1
919,Clothing ,0
920,Footwear ,1
921,Footwear ,1
922,Footwear ,1
923,Footwear ,1
924,Jewellery ,11
925,Automotive ,5
926,Footwear ,1
927,Clothing ,0
928,Footwear ,1
929,Clothing ,0
930,Clothing ,0
931,Watches ,9
932,Tools & Hardware ,6
933,Clothing ,0
934,Footwear ,1
935,Footwear ,1
936,Clothing ,0
937,Footwear ,1
938,Clothing ,0
939,Clothing ,0
940,Jewellery ,11
941,Jewellery ,11
942,Computers ,13
943,Jewellery ,11
944,Mobiles & Accessories ,8
945,Automotive ,5
946,Mobiles & Accessories ,8
947,Mobiles & Accessories ,8
948,Pens & Stationery ,2
949,Mobiles & Accessories ,8
950,Mobiles & Accessories ,8
951,Pens & Stationery ,2
952,Mobiles & Accessories ,8
953,Kitchen & Dining ,12
954,Clothing ,0
955,Clothing ,0
956,Clothing ,0
957,Clothing ,0
958,Clothing ,0
959,Clothing ,0
960,Clothing ,0
961,Footwear ,1
962,Footwear ,1
963,Footwear ,1
964,Clothing ,0
965,Clothing ,0
966,Clothing ,0
967,Computers ,13
968,Clothing ,0
969,Footwear ,1
970,Clothing ,0
971,Clothing ,0
972,Clothing ,0
973,Clothing ,0
974,Clothing ,0
975,Clothing ,0
976,Clothing ,0
977,Clothing ,0
978,Clothing ,0
979,Clothing ,0
980,Footwear ,1
981,Clothing ,0
982,Computers ,13
983,Clothing ,0
984,Computers ,13
985,Clothing ,0
986,Toys & School Supplies ,10
987,Clothing ,0
988,Clothing ,0
989,Clothing ,0
990,Clothing ,0
991,Clothing ,0
992,Clothing ,0
993,Home Decor & Festive Needs ,4
994,Clothing ,0
995,Clothing ,0
996,Computers ,13
997,Clothing ,0
998,Computers ,13
999,Clothing ,0
1000,Clothing ,0
1001,Clothing ,0
1002,Clothing ,0
1003,Automotive ,5
1004,Kitchen & Dining ,12
1005,Automotive ,5
1006,Automotive ,5
1007,Automotive ,5
1008,"Bags, Wallets & Belts ",3
1009,Mobiles & Accessories ,8
1010,"Bags, Wallets & Belts ",3
1011,Automotive ,5
1012,Automotive ,5
1013,"Bags, Wallets & Belts ",3
1014,Automotive ,5
1015,Automotive ,5
1016,Automotive ,5
1017,Footwear ,1
1018,"Bags, Wallets & Belts ",3
1019,Automotive ,5
1020,Footwear ,1
1021,Automotive ,5
1022,Automotive ,5
1023,Footwear ,1
1024,Clothing ,0
1025,Clothing ,0
1026,Clothing ,0
1027,Clothing ,0
1028,"Bags, Wallets & Belts ",3
1029,Tools & Hardware ,6
1030,"Bags, Wallets & Belts ",3
1031,"Bags, Wallets & Belts ",3
1032,Clothing ,0
1033,Clothing ,0
1034,Mobiles & Accessories ,8
1035,Clothing ,0
1036,Automotive ,5
1037,Toys & School Supplies ,10
1038,Mobiles & Accessories ,8
1039,Mobiles & Accessories ,8
1040,Mobiles & Accessories ,8
1041,Mobiles & Accessories ,8
1042,Clothing ,0
1043,Mobiles & Accessories ,8
1044,Mobiles & Accessories ,8
1045,Mobiles & Accessories ,8
1046,Mobiles & Accessories ,8
1047,Footwear ,1
1048,Clothing ,0
1049,Automotive ,5
1050,Automotive ,5
1051,Baby Care ,7
1052,Footwear ,1
1053,Automotive ,5
1054,Footwear ,1
1055,Clothing ,0
1056,Kitchen & Dining ,12
1057,Kitchen & Dining ,12
1058,Baby Care ,7
1059,Kitchen & Dining ,12
1060,Home Decor & Festive Needs ,4
1061,Clothing ,0
1062,Toys & School Supplies ,10
1063,Clothing ,0
1064,Clothing ,0
1065,Clothing ,0
1066,Clothing ,0
1067,Kitchen & Dining ,12
1068,Clothing ,0
1069,Clothing ,0
1070,Clothing ,0
1071,Clothing ,0
1072,Clothing ,0
1073,Clothing ,0
1074,Home Decor & Festive Needs ,4
1075,Footwear ,1
1076,Baby Care ,7
1077,Clothing ,0
1078,Kitchen & Dining ,12
1079,Clothing ,0
1080,Toys & School Supplies ,10
1081,Clothing ,0
1082,Clothing ,0
1083,Clothing ,0
1084,Footwear ,1
1085,Footwear ,1
1086,Clothing ,0
1087,Clothing ,0
1088,Kitchen & Dining ,12
1089,Baby Care ,7
1090,Kitchen & Dining ,12
1091,Clothing ,0
1092,Clothing ,0
1093,Kitchen & Dining ,12
1094,Clothing ,0
1095,Kitchen & Dining ,12
1096,Clothing ,0
1097,Clothing ,0
1098,Clothing ,0
1099,Baby Care ,7
1100,Clothing ,0
1101,Clothing ,0
1102,Footwear ,1
1103,Clothing ,0
1104,Footwear ,1
1105,Clothing ,0
1106,Clothing ,0
1107,Clothing ,0
1108,Clothing ,0
1109,Toys & School Supplies ,10
1110,Kitchen & Dining ,12
1111,Kitchen & Dining ,12
1112,Clothing ,0
1113,Clothing ,0
1114,Kitchen & Dining ,12
1115,"Bags, Wallets & Belts ",3
1116,Jewellery ,11
1117,Automotive ,5
1118,Automotive ,5
1119,Baby Care ,7
1120,Automotive ,5
1121,Automotive ,5
1122,Clothing ,0
1123,Automotive ,5
1124,Automotive ,5
1125,Automotive ,5
1126,Automotive ,5
1127,Automotive ,5
1128,Automotive ,5
1129,Automotive ,5
1130,Automotive ,5
1131,Automotive ,5
1132,Baby Care ,7
1133,Automotive ,5
1134,Automotive ,5
1135,Mobiles & Accessories ,8
1136,Automotive ,5
1137,Baby Care ,7
1138,Automotive ,5
1139,Automotive ,5
1140,Automotive ,5
1141,Automotive ,5
1142,Baby Care ,7
1143,Mobiles & Accessories ,8
1144,Automotive ,5
1145,Automotive ,5
1146,Automotive ,5
1147,Baby Care ,7
1148,Baby Care ,7
1149,Baby Care ,7
1150,Automotive ,5
1151,Pens & Stationery ,2
1152,Jewellery ,11
1153,Jewellery ,11
1154,Jewellery ,11
1155,Jewellery ,11
1156,Baby Care ,7
1157,Clothing ,0
1158,Clothing ,0
1159,Automotive ,5
1160,Kitchen & Dining ,12
1161,Home Decor & Festive Needs ,4
1162,Home Decor & Festive Needs ,4
1163,Automotive ,5
1164,Kitchen & Dining ,12
1165,Clothing ,0
1166,Jewellery ,11
1167,Clothing ,0
1168,Clothing ,0
1169,Clothing ,0
1170,Clothing ,0
1171,Kitchen & Dining ,12
1172,Kitchen & Dining ,12
1173,Clothing ,0
1174,Kitchen & Dining ,12
1175,Jewellery ,11
1176,Clothing ,0
1177,Pens & Stationery ,2
1178,"Bags, Wallets & Belts ",3
1179,Footwear ,1
1180,Clothing ,0
1181,Clothing ,0
1182,Jewellery ,11
1183,Automotive ,5
1184,Clothing ,0
1185,Clothing ,0
1186,Clothing ,0
1187,Clothing ,0
1188,Footwear ,1
1189,Jewellery ,11
1190,Jewellery ,11
1191,Footwear ,1
1192,Jewellery ,11
1193,Clothing ,0
1194,Jewellery ,11
1195,Jewellery ,11
1196,Jewellery ,11
1197,Clothing ,0
1198,Home Decor & Festive Needs ,4
1199,Clothing ,0
1200,Jewellery ,11
1201,Jewellery ,11
1202,Clothing ,0
1203,Clothing ,0
1204,Jewellery ,11
1205,Clothing ,0
1206,Clothing ,0
1207,Tools & Hardware ,6
1208,Clothing ,0
1209,Home Decor & Festive Needs ,4
1210,"Bags, Wallets & Belts ",3
1211,Clothing ,0
1212,"Bags, Wallets & Belts ",3
1213,"Bags, Wallets & Belts ",3
1214,Clothing ,0
1215,Jewellery ,11
1216,Jewellery ,11
1217,Jewellery ,11
1218,Clothing ,0
1219,Home Decor & Festive Needs ,4
1220,Clothing ,0
1221,Jewellery ,11
1222,Clothing ,0
1223,Clothing ,0
1224,Jewellery ,11
1225,Jewellery ,11
1226,Baby Care ,7
1227,Clothing ,0
1228,Jewellery ,11
1229,Jewellery ,11
1230,Automotive ,5
1231,Jewellery ,11
1232,Jewellery ,11
1233,Clothing ,0
1234,Jewellery ,11
1235,Clothing ,0
1236,Jewellery ,11
1237,Mobiles & Accessories ,8
1238,Jewellery ,11
1239,Baby Care ,7
1240,Clothing ,0
1241,"Bags, Wallets & Belts ",3
1242,Clothing ,0
1243,"Bags, Wallets & Belts ",3
1244,"Bags, Wallets & Belts ",3
1245,Clothing ,0
1246,"Bags, Wallets & Belts ",3
1247,"Bags, Wallets & Belts ",3
1248,Clothing ,0
1249,"Bags, Wallets & Belts ",3
1250,Clothing ,0
1251,Home Decor & Festive Needs ,4
